"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.43.76","114.125.240.16","UDP","847","60893  >  443 Len=805"
"2","0.099543","114.125.240.16","192.168.43.76","UDP","71","443  >  60893 Len=29"
"3","0.099543","114.125.240.16","192.168.43.76","UDP","164","443  >  60893 Len=122"
"4","0.099931","114.125.240.16","192.168.43.76","UDP","1288","443  >  60893 Len=1246"
"5","0.099931","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"6","0.099931","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"7","0.100043","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"8","0.100573","192.168.43.76","114.125.240.16","UDP","78","60893  >  443 Len=36"
"9","0.101447","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"10","0.101710","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"11","0.105074","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"12","0.107175","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"13","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"14","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"15","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"16","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"17","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"18","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"19","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"20","0.107776","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"21","0.108385","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"22","0.108385","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"23","0.108533","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"24","0.108533","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"25","0.108713","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"26","0.108713","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"27","0.108869","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"28","0.109573","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"29","0.110004","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"30","0.110401","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"31","0.110401","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"32","0.111183","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"33","0.111183","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"34","0.111183","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"35","0.111501","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"36","0.111797","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"37","0.112547","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"38","0.113142","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"39","0.115814","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"40","0.115814","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"41","0.116181","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"42","0.116402","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"43","0.116513","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"44","0.120545","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"45","0.120967","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"46","0.120967","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"47","0.121173","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"48","0.121209","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"49","0.121321","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"50","0.127647","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"51","0.128729","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"52","0.128729","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"53","0.129263","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"54","0.129263","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"55","0.129263","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"56","0.129263","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"57","0.129948","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"58","0.129948","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"59","0.130102","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"60","0.131458","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"61","0.131851","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"62","0.136721","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"63","0.137004","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"64","0.137230","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"65","0.137230","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"66","0.137423","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"67","0.138481","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"68","0.141140","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"69","0.141140","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"70","0.141140","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"71","0.141308","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"72","0.141653","192.168.43.76","114.125.240.16","UDP","75","60893  >  443 Len=33"
"73","0.142228","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"74","0.142415","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"75","0.144625","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"76","0.144800","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"77","0.145391","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"78","0.145391","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"79","0.145580","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
"80","0.145781","114.125.240.16","192.168.43.76","UDP","1292","443  >  60893 Len=1250"
